,movieId,title,genres,tagId,relevance,userId,tag,timestamp
43911,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,791,Owned,1515175493
43912,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,1048,imdb top 250,1172144394
43913,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,1361,Pixar,1216146311
43914,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,3164,Pixar,1223304727
43915,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,3164,time travel,1223304729
43916,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,3448,children,1492701854
43917,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,3448,comedy,1492701863
43918,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,3448,funny,1492701851
43919,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,3448,witty,1492701861
43920,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,4676,rated-G,1137424344
43921,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,4693,animation,1247554120
43922,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,4693,Pixar,1247554116
43923,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,5054,computer animation,1433533200
43924,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,5054,good cartoon chindren,1433533217
43925,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,5054,pixar,1433533206
43926,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,5571,friendship,1431716267
43927,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,bright,1173304070
43928,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,DARING RESCUES,1173304095
43929,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,fanciful,1173304058
43930,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,HEROIC MISSION,1173304102
43931,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,humorous,1173304049
43932,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,light,1173304062
43933,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,rousing,1173304074
43934,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,TOYS COME TO LIFE,1173304091
43935,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,UNLIKELY FRIENDSHIPS,1173304106
43936,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,warm,1173304052
43937,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6285,witty,1173304077
43938,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6448,animation,1470206081
43939,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6448,Disney,1470206083
43940,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6448,friendship,1470206117
43941,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6448,pixar,1470206078
43942,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,boy,1528513459
43943,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,boy next door,1528513459
43944,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,bullying,1528513459
43945,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,friends,1528513459
43946,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,friendship,1528513459
43947,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,jealousy,1528513459
43948,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,martial arts,1528513459
43949,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,mission,1528513459
43950,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,neighborhood,1528513459
43951,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,new toy,1528513459
43952,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,pixar,1526680144
43953,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,rescue,1528513459
43954,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,resourcefulness,1528513459
43955,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,rivalry,1528513459
43956,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,toy,1528513459
43957,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,toy comes to life,1528513459
43958,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,6550,walkie talkie,1528513459
43959,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7528,clever,1144451329
43960,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7570,animation,1504979722
43961,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7570,clever,1504979728
43962,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7570,friendship,1504979718
43963,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7570,funny,1504979724
43964,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7570,Tom Hanks,1504979720
43965,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,7570,witty,1504979733
43966,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,8689,pixar,1443906050
43967,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,9826,Pixar,1453322633
43968,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,9826,toys,1453322706
43969,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,10231,animation,1473406867
43970,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,10231,fun,1473406886
43971,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,13272,children,1478892240
43972,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,13788,pixar,1447344160
43973,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,13788,Tom Hanks,1447344166
43974,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,14116,dolls,1339335136
43975,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,14116,National Film Registry,1228239042
43976,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,adventure,1555780651
43977,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,animated,1555780653
43978,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,animation,1306926135
43979,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,cgi,1555780670
43980,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,comedy,1555780650
43981,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,Disney,1555780632
43982,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,family,1555780647
43983,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,fantasy,1306926130
43984,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,friendship,1555780645
43985,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,imdb top 250,1555780662
43986,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,Pixar,1306926133
43987,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,Tom Hanks,1555780641
43988,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15204,witty,1555780648
43989,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15563,classic,1516156298
43990,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15563,pixar,1516156291
43991,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,15563,witty,1516156302
43992,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,16874,Pixar,1249841627
43993,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,17069,funny,1139521415
43994,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,19663,animated,1527382827
43995,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,19663,comedy,1527382824
43996,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,19663,Disney,1527382819
43997,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,19663,fun,1527382830
43998,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,19663,funny,1527382833
43999,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,19663,pixar,1527382815
44000,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,animated,1312088976
44001,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,animation,1312088979
44002,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,children,1312088964
44003,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,comedy,1312088984
44004,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,fantasy,1312088987
44005,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,funny,1312088970
44006,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,humorous,1312088973
44007,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,Pixar,1312088967
44008,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,20346,time travel,1312088989
44009,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,21096,Pixar,1244766522
44010,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,21726,Pixar,1268630966
44011,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,21726,Tom Hanks,1268630966
44012,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,22655,animation,1313154708
44013,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,22655,fun,1313154717
44014,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,25439,animation,1137316553
44015,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,25439,cgi,1137316553
44016,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,25677,family,1566310984
44017,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,26245,animation,1242279795
44018,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,26245,Pixar,1242279793
44019,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,27266,Watched,1417736680
44020,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28493,Pixar,1387079572
44021,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28493,witty,1387079576
44022,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28633,animation,1565980090
44023,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,animation,1528842677
44024,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,classic,1528842699
44025,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,clever,1528842702
44026,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,comedy,1528842686
44027,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,computer animation,1528842684
44028,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,Disney,1528842680
44029,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,0.98425,28870,friendship,1528842693
