movieId,tagId,relevance
1,636756,184.2947500000001
2,636756,137.84750000000008
3,636756,103.9002500000002
4,636756,98.49474999999981
5,636756,105.99400000000007
6,636756,179.794
7,636756,107.61874999999998
8,636756,88.72824999999987
9,636756,91.49900000000008
10,636756,143.36299999999983
11,636756,134.67699999999994
12,636756,88.34024999999987
13,636756,90.69574999999993
14,636756,138.3700000000001
15,636756,110.74899999999988
16,636756,181.11699999999956
17,636756,127.97849999999993
18,636756,124.86499999999995
19,636756,122.56749999999984
20,636756,101.15199999999994
21,636756,143.1602499999999
22,636756,122.53199999999991
23,636756,104.48649999999995
24,636756,132.64775000000014
25,636756,164.43400000000034
26,636756,119.23424999999995
27,636756,101.81099999999995
28,636756,108.3729999999999
29,636756,198.9955
30,636756,134.01425000000015
31,636756,118.10225000000013
32,636756,220.09900000000022
33,636756,107.85425000000002
34,636756,121.24399999999972
35,636756,111.88875000000013
36,636756,162.58900000000017
37,636756,146.08299999999983
38,636756,83.40624999999994
39,636756,118.81874999999994
40,636756,97.80374999999974
41,636756,139.90650000000008
42,636756,125.42224999999996
43,636756,145.2252499999998
44,636756,139.70825
45,636756,126.34925
46,636756,109.59324999999993
47,636756,224.37625000000014
48,636756,121.07249999999995
49,636756,111.34550000000003
50,636756,248.20300000000003
52,636756,131.06524999999988
53,636756,88.62675000000009
54,636756,84.41800000000016
55,636756,102.85199999999982
56,636756,106.91550000000004
57,636756,101.26699999999988
58,636756,132.03674999999998
59,636756,116.1445000000002
60,636756,99.81475000000002
61,636756,91.53749999999992
62,636756,143.14749999999992
63,636756,108.23300000000008
64,636756,93.92374999999988
65,636756,118.53100000000002
66,636756,107.56550000000001
67,636756,97.50800000000001
68,636756,108.00774999999996
69,636756,129.3784999999998
70,636756,159.77724999999998
71,636756,102.18224999999993
72,636756,107.77274999999993
73,636756,134.59299999999996
74,636756,93.17124999999992
75,636756,78.41924999999989
76,636756,118.00549999999988
77,636756,108.87049999999995
78,636756,109.06925000000005
79,636756,90.57175000000005
80,636756,107.71424999999974
81,636756,145.98449999999988
82,636756,144.82375
83,636756,120.58199999999982
84,636756,96.31700000000004
85,636756,115.78900000000007
86,636756,119.41474999999998
87,636756,86.05974999999995
88,636756,97.24774999999993
89,636756,118.44700000000007
90,636756,88.63850000000005
92,636756,95.30874999999982
93,636756,96.15099999999993
94,636756,130.76974999999996
95,636756,118.07700000000004
96,636756,116.89799999999995
97,636756,172.78999999999968
98,636756,96.94099999999995
99,636756,95.04499999999983
100,636756,116.11999999999983
101,636756,161.75574999999986
102,636756,107.04074999999995
103,636756,98.05824999999996
104,636756,126.38524999999996
105,636756,116.79999999999981
106,636756,75.40449999999994
107,636756,102.49274999999983
108,636756,103.34974999999987
110,636756,237.30174999999997
111,636756,232.2962499999997
112,636756,117.81399999999998
113,636756,95.9075
114,636756,129.8239999999999
115,636756,104.01525000000001
116,636756,123.37124999999995
117,636756,166.35974999999974
118,636756,109.26100000000001
119,636756,97.39725
120,636756,126.80324999999978
121,636756,120.96950000000002
122,636756,103.91899999999994
123,636756,146.2644999999998
124,636756,95.16499999999982
125,636756,138.97024999999996
126,636756,93.61225000000009
127,636756,83.11425000000003
128,636756,110.51124999999993
129,636756,107.2799999999999
131,636756,99.35675000000006
132,636756,116.9267500000002
135,636756,103.03300000000011
136,636756,89.22149999999985
137,636756,90.95074999999993
138,636756,86.65674999999992
140,636756,105.7494999999999
141,636756,117.85700000000004
144,636756,116.92275000000002
145,636756,124.20249999999993
146,636756,86.16125000000012
147,636756,149.97950000000017
148,636756,107.35099999999981
149,636756,129.04724999999976
150,636756,175.49575000000013
151,636756,133.0734999999998
152,636756,113.80249999999992
153,636756,121.84600000000003
154,636756,149.44425000000007
155,636756,98.07225000000001
156,636756,101.90824999999997
157,636756,113.69875000000002
158,636756,121.61100000000005
159,636756,129.85825000000008
160,636756,115.78399999999998
161,636756,154.544
162,636756,159.26374999999976
163,636756,151.34225000000004
164,636756,136.24650000000005
165,636756,133.09324999999995
166,636756,106.50724999999997
167,636756,108.39549999999987
168,636756,115.14399999999995
