movieId,tagId,relevance
1,1128,1128
2,1128,1128
3,1128,1128
4,1128,1128
5,1128,1128
6,1128,1128
7,1128,1128
8,1128,1128
9,1128,1128
10,1128,1128
11,1128,1128
12,1128,1128
13,1128,1128
14,1128,1128
15,1128,1128
16,1128,1128
17,1128,1128
18,1128,1128
19,1128,1128
20,1128,1128
21,1128,1128
22,1128,1128
23,1128,1128
24,1128,1128
25,1128,1128
26,1128,1128
27,1128,1128
28,1128,1128
29,1128,1128
30,1128,1128
31,1128,1128
32,1128,1128
33,1128,1128
34,1128,1128
35,1128,1128
36,1128,1128
37,1128,1128
38,1128,1128
39,1128,1128
40,1128,1128
41,1128,1128
42,1128,1128
43,1128,1128
44,1128,1128
45,1128,1128
46,1128,1128
47,1128,1128
48,1128,1128
49,1128,1128
50,1128,1128
52,1128,1128
53,1128,1128
54,1128,1128
55,1128,1128
56,1128,1128
57,1128,1128
58,1128,1128
59,1128,1128
60,1128,1128
61,1128,1128
62,1128,1128
63,1128,1128
64,1128,1128
65,1128,1128
66,1128,1128
67,1128,1128
68,1128,1128
69,1128,1128
70,1128,1128
71,1128,1128
72,1128,1128
73,1128,1128
74,1128,1128
75,1128,1128
76,1128,1128
77,1128,1128
78,1128,1128
79,1128,1128
80,1128,1128
81,1128,1128
82,1128,1128
83,1128,1128
84,1128,1128
85,1128,1128
86,1128,1128
87,1128,1128
88,1128,1128
89,1128,1128
90,1128,1128
92,1128,1128
93,1128,1128
94,1128,1128
95,1128,1128
96,1128,1128
97,1128,1128
98,1128,1128
99,1128,1128
100,1128,1128
101,1128,1128
102,1128,1128
103,1128,1128
104,1128,1128
105,1128,1128
106,1128,1128
107,1128,1128
108,1128,1128
110,1128,1128
111,1128,1128
112,1128,1128
113,1128,1128
114,1128,1128
115,1128,1128
116,1128,1128
117,1128,1128
118,1128,1128
119,1128,1128
120,1128,1128
121,1128,1128
122,1128,1128
123,1128,1128
124,1128,1128
125,1128,1128
126,1128,1128
127,1128,1128
128,1128,1128
129,1128,1128
131,1128,1128
132,1128,1128
135,1128,1128
136,1128,1128
137,1128,1128
138,1128,1128
140,1128,1128
141,1128,1128
144,1128,1128
145,1128,1128
146,1128,1128
147,1128,1128
148,1128,1128
149,1128,1128
150,1128,1128
151,1128,1128
152,1128,1128
153,1128,1128
154,1128,1128
155,1128,1128
156,1128,1128
157,1128,1128
158,1128,1128
159,1128,1128
160,1128,1128
161,1128,1128
162,1128,1128
163,1128,1128
164,1128,1128
165,1128,1128
166,1128,1128
167,1128,1128
168,1128,1128
169,1128,1128
170,1128,1128
171,1128,1128
172,1128,1128
173,1128,1128
174,1128,1128
175,1128,1128
176,1128,1128
177,1128,1128
178,1128,1128
179,1128,1128
180,1128,1128
181,1128,1128
182,1128,1128
183,1128,1128
184,1128,1128
185,1128,1128
186,1128,1128
187,1128,1128
188,1128,1128
189,1128,1128
190,1128,1128
191,1128,1128
192,1128,1128
193,1128,1128
194,1128,1128
195,1128,1128
196,1128,1128
197,1128,1128
198,1128,1128
199,1128,1128
200,1128,1128
201,1128,1128
202,1128,1128
203,1128,1128
204,1128,1128
205,1128,1128
206,1128,1128
207,1128,1128
208,1128,1128
209,1128,1128
210,1128,1128
211,1128,1128
212,1128,1128
213,1128,1128
214,1128,1128
215,1128,1128
216,1128,1128
217,1128,1128
218,1128,1128
219,1128,1128
220,1128,1128
222,1128,1128
223,1128,1128
224,1128,1128
225,1128,1128
227,1128,1128
228,1128,1128
229,1128,1128
230,1128,1128
231,1128,1128
232,1128,1128
233,1128,1128
234,1128,1128
235,1128,1128
236,1128,1128
237,1128,1128
238,1128,1128
239,1128,1128
240,1128,1128
241,1128,1128
242,1128,1128
243,1128,1128
244,1128,1128
245,1128,1128
246,1128,1128
247,1128,1128
248,1128,1128
249,1128,1128
250,1128,1128
251,1128,1128
252,1128,1128
253,1128,1128
254,1128,1128
255,1128,1128
256,1128,1128
257,1128,1128
258,1128,1128
259,1128,1128
260,1128,1128
261,1128,1128
262,1128,1128
263,1128,1128
264,1128,1128
265,1128,1128
266,1128,1128
267,1128,1128
268,1128,1128
269,1128,1128
270,1128,1128
271,1128,1128
272,1128,1128
273,1128,1128
274,1128,1128
275,1128,1128
276,1128,1128
277,1128,1128
278,1128,1128
279,1128,1128
280,1128,1128
281,1128,1128
282,1128,1128
283,1128,1128
285,1128,1128
286,1128,1128
287,1128,1128
288,1128,1128
289,1128,1128
290,1128,1128
292,1128,1128
293,1128,1128
294,1128,1128
295,1128,1128
296,1128,1128
297,1128,1128
298,1128,1128
299,1128,1128
300,1128,1128
301,1128,1128
302,1128,1128
303,1128,1128
304,1128,1128
305,1128,1128
306,1128,1128
307,1128,1128
308,1128,1128
309,1128,1128
310,1128,1128
311,1128,1128
312,1128,1128
313,1128,1128
314,1128,1128
315,1128,1128
316,1128,1128
317,1128,1128
318,1128,1128
319,1128,1128
320,1128,1128
321,1128,1128
322,1128,1128
324,1128,1128
325,1128,1128
326,1128,1128
327,1128,1128
328,1128,1128
329,1128,1128
330,1128,1128
331,1128,1128
332,1128,1128
333,1128,1128
334,1128,1128
335,1128,1128
336,1128,1128
337,1128,1128
338,1128,1128
339,1128,1128
340,1128,1128
341,1128,1128
342,1128,1128
343,1128,1128
344,1128,1128
345,1128,1128
346,1128,1128
347,1128,1128
348,1128,1128
349,1128,1128
350,1128,1128
351,1128,1128
352,1128,1128
353,1128,1128
354,1128,1128
355,1128,1128
356,1128,1128
357,1128,1128
358,1128,1128
359,1128,1128
360,1128,1128
361,1128,1128
362,1128,1128
363,1128,1128
364,1128,1128
365,1128,1128
366,1128,1128
367,1128,1128
368,1128,1128
369,1128,1128
370,1128,1128
371,1128,1128
372,1128,1128
373,1128,1128
374,1128,1128
375,1128,1128
376,1128,1128
377,1128,1128
378,1128,1128
379,1128,1128
380,1128,1128
381,1128,1128
382,1128,1128
383,1128,1128
384,1128,1128
385,1128,1128
386,1128,1128
387,1128,1128
388,1128,1128
389,1128,1128
390,1128,1128
391,1128,1128
392,1128,1128
393,1128,1128
394,1128,1128
397,1128,1128
398,1128,1128
402,1128,1128
404,1128,1128
405,1128,1128
406,1128,1128
407,1128,1128
408,1128,1128
409,1128,1128
410,1128,1128
411,1128,1128
412,1128,1128
413,1128,1128
414,1128,1128
415,1128,1128
416,1128,1128
417,1128,1128
418,1128,1128
419,1128,1128
420,1128,1128
421,1128,1128
422,1128,1128
423,1128,1128
424,1128,1128
425,1128,1128
426,1128,1128
427,1128,1128
428,1128,1128
429,1128,1128
430,1128,1128
431,1128,1128
432,1128,1128
433,1128,1128
434,1128,1128
435,1128,1128
436,1128,1128
437,1128,1128
438,1128,1128
439,1128,1128
440,1128,1128
441,1128,1128
442,1128,1128
443,1128,1128
444,1128,1128
445,1128,1128
446,1128,1128
447,1128,1128
448,1128,1128
449,1128,1128
450,1128,1128
451,1128,1128
452,1128,1128
453,1128,1128
454,1128,1128
455,1128,1128
456,1128,1128
457,1128,1128
458,1128,1128
459,1128,1128
460,1128,1128
461,1128,1128
462,1128,1128
463,1128,1128
464,1128,1128
465,1128,1128
466,1128,1128
467,1128,1128
468,1128,1128
469,1128,1128
470,1128,1128
471,1128,1128
472,1128,1128
473,1128,1128
474,1128,1128
475,1128,1128
476,1128,1128
477,1128,1128
478,1128,1128
479,1128,1128
480,1128,1128
481,1128,1128
482,1128,1128
483,1128,1128
484,1128,1128
485,1128,1128
486,1128,1128
487,1128,1128
488,1128,1128
489,1128,1128
490,1128,1128
491,1128,1128
492,1128,1128
493,1128,1128
494,1128,1128
495,1128,1128
496,1128,1128
497,1128,1128
498,1128,1128
499,1128,1128
500,1128,1128
501,1128,1128
502,1128,1128
503,1128,1128
504,1128,1128
505,1128,1128
506,1128,1128
507,1128,1128
508,1128,1128
509,1128,1128
510,1128,1128
511,1128,1128
512,1128,1128
513,1128,1128
514,1128,1128
515,1128,1128
516,1128,1128
517,1128,1128
518,1128,1128
519,1128,1128
520,1128,1128
521,1128,1128
522,1128,1128
523,1128,1128
524,1128,1128
525,1128,1128
526,1128,1128
527,1128,1128
528,1128,1128
529,1128,1128
531,1128,1128
532,1128,1128
533,1128,1128
534,1128,1128
535,1128,1128
536,1128,1128
537,1128,1128
538,1128,1128
539,1128,1128
540,1128,1128
541,1128,1128
542,1128,1128
543,1128,1128
544,1128,1128
546,1128,1128
547,1128,1128
548,1128,1128
549,1128,1128
550,1128,1128
551,1128,1128
552,1128,1128
553,1128,1128
554,1128,1128
555,1128,1128
556,1128,1128
558,1128,1128
559,1128,1128
561,1128,1128
562,1128,1128
563,1128,1128
564,1128,1128
565,1128,1128
566,1128,1128
567,1128,1128
568,1128,1128
569,1128,1128
570,1128,1128
571,1128,1128
573,1128,1128
574,1128,1128
575,1128,1128
577,1128,1128
580,1128,1128
581,1128,1128
582,1128,1128
583,1128,1128
585,1128,1128
586,1128,1128
587,1128,1128
588,1128,1128
589,1128,1128
590,1128,1128
592,1128,1128
593,1128,1128
594,1128,1128
595,1128,1128
596,1128,1128
597,1128,1128
598,1128,1128
599,1128,1128
600,1128,1128
601,1128,1128
602,1128,1128
603,1128,1128
605,1128,1128
606,1128,1128
608,1128,1128
609,1128,1128
610,1128,1128
611,1128,1128
612,1128,1128
613,1128,1128
614,1128,1128
615,1128,1128
616,1128,1128
617,1128,1128
618,1128,1128
619,1128,1128
621,1128,1128
626,1128,1128
627,1128,1128
628,1128,1128
630,1128,1128
631,1128,1128
632,1128,1128
633,1128,1128
634,1128,1128
635,1128,1128
637,1128,1128
638,1128,1128
639,1128,1128
640,1128,1128
641,1128,1128
645,1128,1128
647,1128,1128
648,1128,1128
649,1128,1128
650,1128,1128
651,1128,1128
652,1128,1128
653,1128,1128
656,1128,1128
658,1128,1128
659,1128,1128
660,1128,1128
661,1128,1128
662,1128,1128
663,1128,1128
664,1128,1128
665,1128,1128
666,1128,1128
667,1128,1128
668,1128,1128
670,1128,1128
671,1128,1128
673,1128,1128
674,1128,1128
678,1128,1128
679,1128,1128
680,1128,1128
681,1128,1128
682,1128,1128
685,1128,1128
687,1128,1128
688,1128,1128
690,1128,1128
691,1128,1128
692,1128,1128
694,1128,1128
695,1128,1128
696,1128,1128
697,1128,1128
698,1128,1128
700,1128,1128
701,1128,1128
702,1128,1128
703,1128,1128
704,1128,1128
705,1128,1128
706,1128,1128
707,1128,1128
708,1128,1128
709,1128,1128
710,1128,1128
711,1128,1128
712,1128,1128
713,1128,1128
714,1128,1128
715,1128,1128
716,1128,1128
717,1128,1128
718,1128,1128
719,1128,1128
720,1128,1128
722,1128,1128
724,1128,1128
725,1128,1128
726,1128,1128
728,1128,1128
729,1128,1128
730,1128,1128
731,1128,1128
732,1128,1128
733,1128,1128
734,1128,1128
735,1128,1128
736,1128,1128
737,1128,1128
741,1128,1128
742,1128,1128
743,1128,1128
745,1128,1128
746,1128,1128
747,1128,1128
748,1128,1128
750,1128,1128
751,1128,1128
753,1128,1128
754,1128,1128
755,1128,1128
756,1128,1128
757,1128,1128
759,1128,1128
760,1128,1128
761,1128,1128
762,1128,1128
763,1128,1128
764,1128,1128
765,1128,1128
766,1128,1128
767,1128,1128
769,1128,1128
771,1128,1128
773,1128,1128
775,1128,1128
776,1128,1128
778,1128,1128
779,1128,1128
780,1128,1128
781,1128,1128
782,1128,1128
783,1128,1128
784,1128,1128
785,1128,1128
786,1128,1128
787,1128,1128
788,1128,1128
